調査年 コード,調査年,JCODE,地域,ALL,U14,A15.64,O65,U17
2020100000,2020年度,12329,千葉県 栄町,"20,127","1,645","10,633","7,840","2,084"
2020100000,2020年度,12342,千葉県 神崎町,"5,816",506,"3,227","2,011",658
2020100000,2020年度,12347,千葉県 多古町,"13,735","1,242","7,279","5,097","1,515"
2020100000,2020年度,12349,千葉県 東庄町,"13,228","1,254","6,748","5,187","1,585"
2020100000,2020年度,12403,千葉県 九十九里町,"14,639","1,111","7,499","5,920","1,423"
2020100000,2020年度,12409,千葉県 芝山町,"7,033",605,"3,778","2,629",785
2020100000,2020年度,12410,千葉県 横芝光町,"22,075","2,224","11,549","8,295","2,776"
2020100000,2020年度,12421,千葉県 一宮町,"11,897","1,443","6,378","3,890","1,765"
2020100000,2020年度,12422,千葉県 睦沢町,"6,760",664,"3,250","2,843",808
2020100000,2020年度,12423,千葉県 長生村,"13,803","1,275","7,786","4,740","1,626"
2020100000,2020年度,12424,千葉県 白子町,"10,305",944,"5,176","4,162","1,148"
2020100000,2020年度,12426,千葉県 長柄町,"6,721",492,"3,264","2,960",614
2020100000,2020年度,12427,千葉県 長南町,"7,198",515,"3,468","3,215",669
2020100000,2020年度,12441,千葉県 大多喜町,"8,885",771,"4,213","3,883",945
2020100000,2020年度,12443,千葉県 御宿町,"6,874",465,"2,817","3,570",575
2020100000,2020年度,12463,千葉県 鋸南町,"6,993",519,"3,109","3,361",658
2020100000,2020年度,13101,東京都 千代田区,"66,680","8,976","46,517","10,852","10,174"
2020100000,2020年度,13102,東京都 中央区,"169,179","23,086","121,217","24,683","25,540"
2020100000,2020年度,13103,東京都 港区,"260,486","34,714","174,886","42,546","39,066"
2020100000,2020年度,13104,東京都 新宿区,"349,385","29,202","223,593","63,185","34,002"
2020100000,2020年度,13105,東京都 文京区,"240,069","28,065","152,818","42,020","32,247"
2020100000,2020年度,13106,東京都 台東区,"211,444","18,648","142,955","47,510","21,823"
2020100000,2020年度,13107,東京都 墨田区,"272,085","28,028","183,630","60,108","32,968"
2020100000,2020年度,13108,東京都 江東区,"524,310","66,472","341,716","110,002","77,733"
2020100000,2020年度,13109,東京都 品川区,"422,488","47,036","272,685","79,532","54,032"
2020100000,2020年度,13110,東京都 目黒区,"288,088","31,547","196,916","55,811","36,717"
2020100000,2020年度,13111,東京都 大田区,"748,081","77,231","475,656","161,855","92,281"
2020100000,2020年度,13112,東京都 世田谷区,"943,664","108,940","638,629","190,042","128,877"
2020100000,2020年度,13113,東京都 渋谷区,"243,883","22,984","154,258","41,261","26,310"
2020100000,2020年度,13114,東京都 中野区,"344,880","29,123","231,515","65,878","33,946"
2020100000,2020年度,13115,東京都 杉並区,"591,108","58,944","380,639","117,072","69,336"
2020100000,2020年度,13116,東京都 豊島区,"301,599","26,489","211,034","58,539","30,905"
2020100000,2020年度,13117,東京都 北区,"355,213","36,527","229,948","87,381","42,837"
2020100000,2020年度,13118,東京都 荒川区,"217,475","24,470","141,156","50,411","28,962"
2020100000,2020年度,13119,東京都 板橋区,"584,483","60,014","367,976","132,602","71,394"
2020100000,2020年度,13120,東京都 練馬区,"752,608","85,920","478,648","159,298","103,374"
2020100000,2020年度,13121,東京都 足立区,"695,043","75,589","424,335","170,261","91,585"
2020100000,2020年度,13122,東京都 葛飾区,"453,093","51,556","285,968","111,893","61,810"
2020100000,2020年度,13123,東京都 江戸川区,"697,932","86,270","449,387","145,764","104,286"
2020100000,2020年度,13201,東京都 八王子市,"579,355","62,867","344,893","153,504","77,627"
2020100000,2020年度,13202,東京都 立川市,"183,581","21,828","115,971","45,524","26,375"
2020100000,2020年度,13203,東京都 武蔵野市,"150,149","17,232","95,301","31,725","20,276"
2020100000,2020年度,13204,東京都 三鷹市,"195,391","23,468","123,039","41,623","27,839"
2020100000,2020年度,13205,東京都 青梅市,"133,535","13,763","76,704","42,492","17,262"
2020100000,2020年度,13206,東京都 府中市,"262,790","32,986","165,586","56,764","39,736"
2020100000,2020年度,13207,東京都 昭島市,"113,949","13,780","68,947","30,003","16,682"
2020100000,2020年度,13208,東京都 調布市,"242,614","28,754","153,175","50,414","34,256"
2020100000,2020年度,13209,東京都 町田市,"431,079","51,174","253,130","116,470","63,527"
2020100000,2020年度,13210,東京都 小金井市,"126,074","14,879","80,498","25,591","17,776"
2020100000,2020年度,13211,東京都 小平市,"198,739","25,072","121,648","45,060","30,063"
2020100000,2020年度,13212,東京都 日野市,"190,435","22,894","115,015","45,652","27,761"
2020100000,2020年度,13213,東京都 東村山市,"151,815","17,720","90,285","40,749","21,595"
2020100000,2020年度,13214,東京都 国分寺市,"129,242","15,082","81,431","27,184","18,069"
2020100000,2020年度,13215,東京都 国立市,"77,130","8,448","48,511","17,748","10,241"
2020100000,2020年度,13218,東京都 福生市,"56,414","5,692","34,800","15,153","7,002"
2020100000,2020年度,13219,東京都 狛江市,"84,772","9,736","52,699","19,961","11,536"
2020100000,2020年度,13220,東京都 東大和市,"83,901","10,661","50,007","22,923","13,051"
2020100000,2020年度,13221,東京都 清瀬市,"76,208","8,710","44,106","21,482","10,771"
2020100000,2020年度,13222,東京都 東久留米市,"115,271","13,735","67,397","32,745","16,840"
2020100000,2020年度,13223,東京都 武蔵村山市,"70,829","9,375","41,663","18,847","11,678"
2020100000,2020年度,13224,東京都 多摩市,"146,951","16,577","87,607","42,582","20,127"
2020100000,2020年度,13225,東京都 稲城市,"93,151","13,130","58,186","20,087","15,946"
2020100000,2020年度,13227,東京都 羽村市,"54,326","6,531","32,849","14,728","8,058"
2020100000,2020年度,13228,東京都 あきる野市,"79,292","9,235","43,149","23,792","11,394"
2020100000,2020年度,13229,東京都 西東京市,"207,388","24,707","128,947","48,446","29,881"
2020100000,2020年度,13303,東京都 瑞穂町,"31,765","3,443","18,609","9,517","4,372"
2020100000,2020年度,13305,東京都 日の出町,"16,958","2,235","8,095","6,538","2,630"
2020100000,2020年度,13307,東京都 檜原村,"2,003",131,806,"1,058",151
2020100000,2020年度,13308,東京都 奥多摩町,"4,750",337,"1,998","2,410",412
2020100000,2020年度,13361,東京都 大島町,"7,102",710,"3,679","2,713","1,024"
2020100000,2020年度,13362,東京都 利島村,327,50,197,80,51
2020100000,2020年度,13363,東京都 新島村,"2,441",272,"1,202",967,327
2020100000,2020年度,13364,東京都 神津島村,"1,855",274,994,587,331
2020100000,2020年度,13381,東京都 三宅村,"2,273",225,"1,151",894,246
2020100000,2020年度,13382,東京都 御蔵島村,323,60,205,58,60
2020100000,2020年度,13401,東京都 八丈町,"7,042",799,"3,415","2,801",952
2020100000,2020年度,13402,東京都 青ヶ島村,169,21,117,31,22
2020100000,2020年度,13421,東京都 小笠原村,"2,929",416,"2,099",413,465
2020100000,2020年度,14100,神奈川県 横浜市,"3,777,491","441,810","2,316,309","920,583","537,296"
2020100000,2020年度,14101,神奈川県 横浜市 鶴見区,"297,437","36,803","190,307","61,321","43,680"
2020100000,2020年度,14102,神奈川県 横浜市 神奈川区,"247,267","26,954","158,506","52,276","32,154"
2020100000,2020年度,14103,神奈川県 横浜市 西区,"104,935","11,437","70,904","19,860","13,428"
2020100000,2020年度,14104,神奈川県 横浜市 中区,"151,388","14,687","92,756","34,057","17,715"
2020100000,2020年度,14105,神奈川県 横浜市 南区,"198,157","19,082","120,735","52,098","23,249"
2020100000,2020年度,14106,神奈川県 横浜市 保土ケ谷区,"207,811","22,010","125,592","53,928","26,850"
2020100000,2020年度,14107,神奈川県 横浜市 磯子区,"166,731","18,866","95,645","45,053","22,671"
2020100000,2020年度,14108,神奈川県 横浜市 金沢区,"198,939","21,575","114,166","58,735","26,761"
2020100000,2020年度,14109,神奈川県 横浜市 港北区,"358,530","43,403","233,947","68,932","51,334"
2020100000,2020年度,14110,神奈川県 横浜市 戸塚区,"283,709","36,456","169,787","72,489","44,308"
2020100000,2020年度,14111,神奈川県 横浜市 港南区,"215,248","23,477","126,300","61,517","29,059"
2020100000,2020年度,14112,神奈川県 横浜市 旭区,"245,174","27,724","140,995","72,746","34,007"
2020100000,2020年度,14113,神奈川県 横浜市 緑区,"183,082","23,051","112,148","44,623","28,176"
2020100000,2020年度,14114,神奈川県 横浜市 瀬谷区,"122,623","14,176","71,781","34,579","17,805"
2020100000,2020年度,14115,神奈川県 横浜市 栄区,"120,194","13,460","67,310","37,447","16,832"
2020100000,2020年度,14116,神奈川県 横浜市 泉区,"152,378","17,792","88,790","44,188","22,035"
2020100000,2020年度,14117,神奈川県 横浜市 青葉区,"310,756","39,002","197,248","68,106","48,192"
2020100000,2020年度,14118,神奈川県 横浜市 都筑区,"213,132","31,855","139,392","38,628","39,040"
2020100000,2020年度,14130,神奈川県 川崎市,"1,538,262","189,490","1,001,271","301,151","225,165"
2020100000,2020年度,14131,神奈川県 川崎市 川崎区,"232,965","24,813","147,628","49,709","29,699"
2020100000,2020年度,14132,神奈川県 川崎市 幸区,"171,119","22,919","109,665","36,643","26,729"
2020100000,2020年度,14133,神奈川県 川崎市 中原区,"263,683","34,069","183,026","39,332","39,902"
2020100000,2020年度,14134,神奈川県 川崎市 高津区,"234,328","29,342","154,646","43,090","34,868"
2020100000,2020年度,14135,神奈川県 川崎市 多摩区,"221,734","23,445","147,040","42,661","27,990"
2020100000,2020年度,14136,神奈川県 川崎市 宮前区,"233,728","31,863","148,225","47,043","38,160"
2020100000,2020年度,14137,神奈川県 川崎市 麻生区,"180,705","23,039","111,041","42,673","27,817"
2020100000,2020年度,14150,神奈川県 相模原市,"725,493","82,532","435,860","185,236","100,465"
2020100000,2020年度,14151,神奈川県 相模原市 緑区,"170,207","18,760","99,493","47,692","23,169"
2020100000,2020年度,14152,神奈川県 相模原市 中央区,"273,875","32,538","166,179","66,752","39,577"
2020100000,2020年度,14153,神奈川県 相模原市 南区,"281,411","31,234","170,188","70,792","37,719"
2020100000,2020年度,14201,神奈川県 横須賀市,"388,078","40,747","221,918","124,727","51,633"
2020100000,2020年度,14203,神奈川県 平塚市,"258,422","29,331","151,095","72,510","36,338"
2020100000,2020年度,14204,神奈川県 鎌倉市,"172,710","19,587","98,856","53,378","24,059"
2020100000,2020年度,14205,神奈川県 藤沢市,"436,905","56,803","265,260","106,517","68,895"
2020100000,2020年度,14206,神奈川県 小田原市,"188,856","20,684","108,355","56,588","25,568"
2020100000,2020年度,14207,神奈川県 茅ヶ崎市,"242,389","31,061","144,452","64,882","37,876"
2020100000,2020年度,14208,神奈川県 逗子市,"57,060","6,386","31,144","17,948","7,774"
2020100000,2020年度,14210,神奈川県 三浦市,"42,069","3,472","21,264","17,158","4,488"
2020100000,2020年度,14211,神奈川県 秦野市,"162,439","17,797","93,225","48,518","21,978"
2020100000,2020年度,14212,神奈川県 厚木市,"223,705","26,156","136,825","57,522","32,208"
2020100000,2020年度,14213,神奈川県 大和市,"239,169","28,937","146,702","56,696","34,714"
2020100000,2020年度,14214,神奈川県 伊勢原市,"101,780","11,659","61,640","26,579","14,271"
2020100000,2020年度,14215,神奈川県 海老名市,"136,516","17,660","82,979","33,825","21,430"
2020100000,2020年度,14216,神奈川県 座間市,"132,325","14,957","80,388","33,638","18,155"
2020100000,2020年度,14217,神奈川県 南足柄市,"40,841","4,492","22,509","13,440","5,646"
2020100000,2020年度,14218,神奈川県 綾瀬市,"83,913","10,852","48,874","23,186","13,297"
2020100000,2020年度,14301,神奈川県 葉山町,"31,665","3,955","17,156","10,071","4,876"
2020100000,2020年度,14321,神奈川県 寒川町,"48,348","6,165","28,431","13,250","7,517"
2020100000,2020年度,14341,神奈川県 大磯町,"31,634","3,569","17,192","10,853","4,417"
2020100000,2020年度,14342,神奈川県 二宮町,"27,564","2,828","14,887","9,682","3,515"
2020100000,2020年度,14361,神奈川県 中井町,"9,300",839,"4,836","3,303","1,115"
2020100000,2020年度,14362,神奈川県 大井町,"17,129","2,019","10,031","4,963","2,586"
2020100000,2020年度,14363,神奈川県 松田町,"10,836","1,030","6,030","3,651","1,275"
2020100000,2020年度,14364,神奈川県 山北町,"9,761",821,"5,039","3,873","1,052"
2020100000,2020年度,14366,神奈川県 開成町,"18,329","2,709","10,804","4,768","3,294"
2020100000,2020年度,14382,神奈川県 箱根町,"11,293",683,"5,940","4,120",866
2020100000,2020年度,14383,神奈川県 真鶴町,"6,722",446,"3,344","2,923",569
2020100000,2020年度,14384,神奈川県 湯河原町,"23,426","1,749","11,477","9,961","2,252"
2020100000,2020年度,14401,神奈川県 愛川町,"39,869","4,231","23,225","11,947","5,252"
2020100000,2020年度,14402,神奈川県 清川村,"3,038",306,"1,600","1,131",368
2020100000,2020年度,15100,新潟県 新潟市,"789,275","91,023","450,987","230,990","111,222"
2020100000,2020年度,15101,新潟県 新潟市 北区,"72,804","8,148","40,231","22,508","10,131"
2020100000,2020年度,15102,新潟県 新潟市 東区,"134,446","15,846","77,848","38,819","19,238"
2020100000,2020年度,15103,新潟県 新潟市 中央区,"180,345","19,565","107,451","46,509","23,639"
2020100000,2020年度,15104,新潟県 新潟市 江南区,"67,972","8,711","38,303","20,495","10,653"
2020100000,2020年度,15105,新潟県 新潟市 秋葉区,"75,069","9,030","41,311","23,887","11,111"
2020100000,2020年度,15106,新潟県 新潟市 南区,"43,437","4,910","24,371","13,657","5,980"
2020100000,2020年度,15107,新潟県 新潟市 西区,"160,656","19,165","91,892","46,131","23,404"
2020100000,2020年度,15108,新潟県 新潟市 西蒲区,"54,546","5,648","29,580","18,984","7,066"
2020100000,2020年度,15202,新潟県 長岡市,"266,936","31,270","149,389","83,371","38,753"
2020100000,2020年度,15204,新潟県 三条市,"94,642","10,607","51,991","31,258","13,169"
2020100000,2020年度,15205,新潟県 柏崎市,"81,526","8,633","44,253","27,398","10,726"
2020100000,2020年度,15206,新潟県 新発田市,"94,927","11,067","52,607","30,646","13,444"
2020100000,2020年度,15208,新潟県 小千谷市,"34,096","3,823","17,981","12,092","4,748"
2020100000,2020年度,15209,新潟県 加茂市,"25,441","2,407","13,607","9,356","3,042"
2020100000,2020年度,15210,新潟県 十日町市,"49,820","5,255","24,595","19,838","6,577"
2020100000,2020年度,15211,新潟県 見附市,"39,237","4,495","21,682","12,939","5,508"
2020100000,2020年度,15212,新潟県 村上市,"57,418","5,520","29,209","22,619","6,980"
2020100000,2020年度,15213,新潟県 燕市,"77,201","8,863","43,797","24,060","10,944"
2020100000,2020年度,15216,新潟県 糸魚川市,"40,765","4,005","20,213","16,296","5,091"
2020100000,2020年度,15217,新潟県 妙高市,"30,383","3,139","15,826","11,319","3,952"
2020100000,2020年度,15218,新潟県 五泉市,"47,625","4,857","25,570","17,143","6,161"
2020100000,2020年度,15222,新潟県 上越市,"188,047","22,044","102,314","61,460","27,193"
2020100000,2020年度,15223,新潟県 阿賀野市,"40,696","4,501","22,065","14,011","5,562"
2020100000,2020年度,15224,新潟県 佐渡市,"51,492","5,143","24,279","21,927","6,245"
2020100000,2020年度,15225,新潟県 魚沼市,"34,483","3,610","17,816","12,899","4,546"
2020100000,2020年度,15226,新潟県 南魚沼市,"54,851","6,561","29,347","18,391","8,041"
2020100000,2020年度,15227,新潟県 胎内市,"28,509","2,968","15,165","10,262","3,901"
2020100000,2020年度,15307,新潟県 聖籠町,"14,259","2,073","8,390","3,716","2,572"
2020100000,2020年度,15342,新潟県 弥彦村,"7,705",925,"4,305","2,471","1,157"
2020100000,2020年度,15361,新潟県 田上町,"11,227","1,019","5,960","4,228","1,278"
2020100000,2020年度,15385,新潟県 阿賀町,"9,965",673,"4,346","4,944",892
2020100000,2020年度,15405,新潟県 出雲崎町,"4,113",372,"1,936","1,803",459
2020100000,2020年度,15461,新潟県 湯沢町,"7,767",678,"4,012","2,958",837
2020100000,2020年度,15482,新潟県 津南町,"8,989",882,"4,273","3,767","1,096"
2020100000,2020年度,15504,新潟県 刈羽村,"4,380",558,"2,379","1,408",678
2020100000,2020年度,15581,新潟県 関川村,"5,144",467,"2,458","2,219",596
2020100000,2020年度,15586,新潟県 粟島浦村,353,42,165,146,48
2020100000,2020年度,16201,富山県 富山市,"413,938","48,134","235,817","122,767","59,398"
2020100000,2020年度,16202,富山県 高岡市,"166,393","16,902","86,993","54,956","21,003"
2020100000,2020年度,16204,富山県 魚津市,"40,535","3,923","21,193","13,906","4,941"
2020100000,2020年度,16205,富山県 氷見市,"43,950","4,022","22,499","17,391","5,150"
2020100000,2020年度,16206,富山県 滑川市,"32,349","4,047","18,432","9,744","4,979"
2020100000,2020年度,16207,富山県 黒部市,"39,638","4,645","21,761","12,517","5,701"
2020100000,2020年度,16208,富山県 砺波市,"48,154","5,911","27,087","14,593","7,378"
2020100000,2020年度,16209,富山県 小矢部市,"28,983","2,940","15,086","10,817","3,683"
2020100000,2020年度,16210,富山県 南砺市,"47,937","4,979","24,165","18,753","6,190"
2020100000,2020年度,16211,富山県 射水市,"90,742","11,269","51,219","27,743","14,091"
2020100000,2020年度,16321,富山県 舟橋村,"3,132",528,"1,971",631,649
2020100000,2020年度,16322,富山県 上市町,"19,351","1,852","10,280","7,199","2,386"
2020100000,2020年度,16323,富山県 立山町,"24,792","2,780","13,698","8,273","3,478"
2020100000,2020年度,16342,富山県 入善町,"23,839","2,342","12,621","8,780","2,948"
2020100000,2020年度,16343,富山県 朝日町,"11,081",903,"5,230","4,938","1,154"
2020100000,2020年度,17201,石川県 金沢市,"463,254","56,073","271,778","121,222","68,465"
2020100000,2020年度,17202,石川県 七尾市,"50,300","4,997","25,395","19,370","6,365"
2020100000,2020年度,17203,石川県 小松市,"106,216","13,834","60,584","30,443","16,872"
2020100000,2020年度,17204,石川県 輪島市,"24,608","1,807","11,351","11,327","2,721"
2020100000,2020年度,17205,石川県 珠洲市,"12,929",926,"5,309","6,673","1,172"
2020100000,2020年度,17206,石川県 加賀市,"63,220","6,715","33,589","22,681","8,313"
2020100000,2020年度,17207,石川県 羽咋市,"20,407","1,928","10,189","8,231","2,454"
2020100000,2020年度,17209,石川県 かほく市,"34,889","4,696","19,657","10,314","5,734"
2020100000,2020年度,17210,石川県 白山市,"110,408","15,154","63,630","30,899","18,540"
2020100000,2020年度,17211,石川県 能美市,"48,523","6,811","28,783","12,692","8,408"
2020100000,2020年度,17212,石川県 野々市市,"57,238","8,322","35,979","11,203","9,754"
2020100000,2020年度,17324,石川県 川北町,"6,135","1,057","3,630","1,448","1,325"
2020100000,2020年度,17361,石川県 津幡町,"36,957","5,057","22,675","9,040","6,360"
2020100000,2020年度,17365,石川県 内灘町,"26,574","3,305","15,554","7,081","4,099"
2020100000,2020年度,17384,石川県 志賀町,"18,630","1,656","8,605","8,312","2,087"
2020100000,2020年度,17386,石川県 宝達志水町,"12,121","1,081","6,236","4,795","1,423"
2020100000,2020年度,17407,石川県 中能登町,"16,540","1,968","8,418","6,147","2,455"
2020100000,2020年度,17461,石川県 穴水町,"7,890",555,"3,400","3,872",717
2020100000,2020年度,17463,石川県 能登町,"15,687","1,154","6,621","7,910","1,493"
2020100000,2020年度,18201,福井県 福井市,"262,328","33,046","148,658","75,805","40,615"
2020100000,2020年度,18202,福井県 敦賀市,"64,264","8,110","36,222","18,473","9,990"
2020100000,2020年度,18204,福井県 小浜市,"28,991","3,479","15,326","9,278","4,243"
2020100000,2020年度,18205,福井県 大野市,"31,286","3,346","16,078","11,680","4,166"
2020100000,2020年度,18206,福井県 勝山市,"22,150","2,468","11,304","8,275","3,059"
2020100000,2020年度,18207,福井県 鯖江市,"68,302","9,599","39,408","18,757","11,909"
2020100000,2020年度,18208,福井県 あわら市,"27,524","2,984","14,873","9,349","3,711"
2020100000,2020年度,18209,福井県 越前市,"80,611","10,151","45,994","23,740","12,551"
2020100000,2020年度,18210,福井県 坂井市,"88,481","11,535","50,701","25,434","14,243"
2020100000,2020年度,18322,福井県 永平寺町,"18,965","2,127","10,848","5,640","2,661"
2020100000,2020年度,18382,福井県 池田町,"2,423",195,"1,150","1,078",232
2020100000,2020年度,18404,福井県 南越前町,"10,002","1,163","5,072","3,767","1,464"
2020100000,2020年度,18423,福井県 越前町,"20,118","2,327","10,595","7,177","2,913"
2020100000,2020年度,18442,福井県 美浜町,"9,179",997,"4,816","3,294","1,256"
2020100000,2020年度,18481,福井県 高浜町,"10,326","1,201","5,571","3,285","1,494"
2020100000,2020年度,18483,福井県 おおい町,"7,910","1,088","4,241","2,548","1,300"
2020100000,2020年度,18501,福井県 若狭町,"14,003","1,728","7,127","5,104","2,131"
2020100000,2020年度,19201,山梨県 甲府市,"189,591","21,391","108,390","54,487","26,616"
2020100000,2020年度,19202,山梨県 富士吉田市,"46,530","5,088","26,184","14,006","6,384"
2020100000,2020年度,19204,山梨県 都留市,"31,016","3,133","18,015","8,772","3,898"
2020100000,2020年度,19205,山梨県 山梨市,"33,435","3,754","18,013","11,396","4,702"
2020100000,2020年度,19206,山梨県 大月市,"22,512","1,657","11,464","9,093","2,155"
2020100000,2020年度,19207,山梨県 韮崎市,"29,067","3,164","16,909","8,906","4,009"
2020100000,2020年度,19208,山梨県 南アルプス市,"69,459","9,188","40,547","19,302","11,489"
2020100000,2020年度,19209,山梨県 北杜市,"44,053","4,257","22,112","17,619","5,469"
2020100000,2020年度,19210,山梨県 甲斐市,"75,313","9,721","42,576","19,088","12,232"
2020100000,2020年度,19211,山梨県 笛吹市,"66,947","7,915","37,628","19,870","9,729"
2020100000,2020年度,19212,山梨県 上野原市,"22,669","1,834","12,395","8,254","2,378"
2020100000,2020年度,19213,山梨県 甲州市,"29,237","3,032","15,440","10,717","3,903"
2020100000,2020年度,19214,山梨県 中央市,"31,216","3,512","17,372","7,548","4,343"
2020100000,2020年度,19346,山梨県 市川三郷町,"14,700","1,418","7,372","5,525","1,813"
2020100000,2020年度,19364,山梨県 早川町,"1,098",72,573,451,93
2020100000,2020年度,19365,山梨県 身延町,"10,663",665,"4,898","5,065",888
2020100000,2020年度,19366,山梨県 南部町,"7,156",568,"3,464","3,124",739
2020100000,2020年度,19368,山梨県 富士川町,"14,219","1,530","7,635","4,929","1,850"
2020100000,2020年度,19384,山梨県 昭和町,"20,909","3,283","13,097","3,984","3,881"
2020100000,2020年度,19422,山梨県 道志村,"1,607",146,847,614,188
2020100000,2020年度,19423,山梨県 西桂町,"4,041",443,"2,367","1,231",586
2020100000,2020年度,19424,山梨県 忍野村,"9,237","1,377","6,032","1,809","1,605"
2020100000,2020年度,19425,山梨県 山中湖村,"5,179",606,"2,822","1,731",742
2020100000,2020年度,19429,山梨県 鳴沢村,"2,824",329,"1,498",957,401
2020100000,2020年度,19430,山梨県 富士河口湖町,"26,082","3,439","15,422","6,860","4,158"
2020100000,2020年度,19442,山梨県 小菅村,684,68,306,310,83
2020100000,2020年度,19443,山梨県 丹波山村,530,39,255,236,46
2020100000,2020年度,20201,長野県 長野市,"372,760","42,777","201,890","108,243","53,172"
2020100000,2020年度,20202,長野県 松本市,"241,145","30,107","139,128","66,647","36,951"
2020100000,2020年度,20203,長野県 上田市,"154,055","18,338","86,410","47,130","22,770"
2020100000,2020年度,20204,長野県 岡谷市,"47,790","5,452","25,609","16,522","6,786"
2020100000,2020年度,20205,長野県 飯田市,"98,164","12,373","52,701","31,987","15,149"
2020100000,2020年度,20206,長野県 諏訪市,"48,729","5,926","27,232","15,034","7,256"
2020100000,2020年度,20207,長野県 須坂市,"49,559","6,025","27,198","16,017","7,391"
2020100000,2020年度,20208,長野県 小諸市,"40,991","4,731","22,257","13,773","5,836"
2020100000,2020年度,20209,長野県 伊那市,"66,125","8,183","36,480","20,663","10,162"
2020100000,2020年度,20210,長野県 駒ヶ根市,"32,202","3,953","17,956","9,921","4,882"
2020100000,2020年度,20211,長野県 中野市,"42,338","5,086","23,236","13,670","6,270"
2020100000,2020年度,20212,長野県 大町市,"26,029","2,460","13,174","9,891","3,111"
2020100000,2020年度,20213,長野県 飯山市,"19,539","2,003","10,049","7,445","2,600"
2020100000,2020年度,20214,長野県 茅野市,"56,400","7,050","31,411","17,059","8,832"
2020100000,2020年度,20215,長野県 塩尻市,"67,241","8,360","39,154","19,155","10,267"
2020100000,2020年度,20217,長野県 佐久市,"98,199","12,480","54,115","30,170","15,478"
2020100000,2020年度,20218,長野県 千曲市,"58,852","6,880","32,027","19,628","8,631"
2020100000,2020年度,20219,長野県 東御市,"30,122","3,652","17,120","9,333","4,518"
2020100000,2020年度,20220,長野県 安曇野市,"94,222","11,364","52,221","29,932","14,030"
2020100000,2020年度,20303,長野県 小海町,"4,353",404,"2,095","1,831",499
2020100000,2020年度,20304,長野県 川上村,"4,344",449,"2,697","1,196",538
2020100000,2020年度,20305,長野県 南牧村,"3,242",338,"1,894",996,421
2020100000,2020年度,20306,長野県 南相木村,962,95,474,392,129
2020100000,2020年度,20307,長野県 北相木村,752,104,378,270,120
2020100000,2020年度,20309,長野県 佐久穂町,"10,218","1,055","5,188","3,958","1,288"
2020100000,2020年度,20321,長野県 軽井沢町,"19,188","2,133","9,991","6,148","2,651"
2020100000,2020年度,20323,長野県 御代田町,"15,555","1,914","9,036","4,323","2,413"
2020100000,2020年度,20324,長野県 立科町,"6,612",624,"3,529","2,441",802
2020100000,2020年度,20349,長野県 青木村,"4,121",478,"2,018","1,624",585
2020100000,2020年度,20350,長野県 長和町,"5,600",524,"2,696","2,380",647
2020100000,2020年度,20361,長野県 下諏訪町,"19,155","2,056","9,581","7,360","2,592"
2020100000,2020年度,20362,長野県 富士見町,"14,084","1,651","7,229","5,115","2,046"
2020100000,2020年度,20363,長野県 原村,"7,680",979,"4,009","2,667","1,181"
2020100000,2020年度,20382,長野県 辰野町,"18,555","2,014","9,499","6,999","2,518"
2020100000,2020年度,20383,長野県 箕輪町,"24,989","3,043","13,137","7,168","3,755"
2020100000,2020年度,20384,長野県 飯島町,"9,004","1,003","4,671","3,329","1,225"
2020100000,2020年度,20385,長野県 南箕輪村,"15,797","2,494","9,492","3,699","2,941"
2020100000,2020年度,20386,長野県 中川村,"4,651",609,"2,365","1,677",741
2020100000,2020年度,20388,長野県 宮田村,"8,569","1,190","4,814","2,543","1,472"
2020100000,2020年度,20402,長野県 松川町,"12,530","1,535","6,667","4,324","1,905"
2020100000,2020年度,20403,長野県 高森町,"12,811","1,785","6,777","4,162","2,229"
2020100000,2020年度,20404,長野県 阿南町,"4,299",393,"1,926","1,953",484
2020100000,2020年度,20407,長野県 阿智村,"6,068",794,"3,017","2,257",965
2020100000,2020年度,20409,長野県 平谷村,387,46,210,131,56
2020100000,2020年度,20410,長野県 根羽村,852,57,348,447,68
2020100000,2020年度,20411,長野県 下條村,"3,545",467,"1,832","1,246",597
2020100000,2020年度,20412,長野県 売木村,548,57,219,260,64
2020100000,2020年度,20413,長野県 天龍村,"1,178",72,374,732,87
2020100000,2020年度,20414,長野県 泰阜村,"1,542",188,704,650,221
2020100000,2020年度,20415,長野県 喬木村,"5,973",803,"3,043","2,126","1,002"
2020100000,2020年度,20416,長野県 豊丘村,"6,426",877,"3,432","2,117","1,088"
2020100000,2020年度,20417,長野県 大鹿村,"1,023",98,460,465,114
2020100000,2020年度,20422,長野県 上松町,"4,131",375,"2,003","1,753",461
2020100000,2020年度,20423,長野県 南木曽町,"3,915",414,"1,806","1,683",514
2020100000,2020年度,20425,長野県 木祖村,"2,692",284,"1,240","1,168",348
2020100000,2020年度,20429,長野県 王滝村,715,41,365,308,55
2020100000,2020年度,20430,長野県 大桑村,"3,439",283,"1,673","1,482",379
2020100000,2020年度,20432,長野県 木曽町,"10,584",916,"5,090","4,426","1,176"
2020100000,2020年度,20446,長野県 麻績村,"2,593",241,"1,189","1,163",306
2020100000,2020年度,20448,長野県 生坂村,"1,639",169,774,696,203
2020100000,2020年度,20450,長野県 山形村,"8,400","1,121","4,830","2,436","1,413"
2020100000,2020年度,20451,長野県 朝日村,"4,279",525,"2,379","1,375",624
